hour,day,month,year,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
23,6,4,2024,11.8,63,40,6.8,0.0
0,7,4,2024,13.1,52,30,5.8,0.0
1,7,4,2024,12.5,52,41,5.4,0.0
2,7,4,2024,13.4,46,42,3.6,0.0
3,7,4,2024,11.3,55,44,3.9,0.0
4,7,4,2024,11.9,64,89,10.2,0.0
5,7,4,2024,11.0,77,89,9.0,0.0
6,7,4,2024,11.0,82,90,7.2,0.0
7,7,4,2024,11.0,82,73,8.3,0.0
8,7,4,2024,11.1,86,87,11.7,1.6
9,7,4,2024,11.5,86,90,11.7,2.5
10,7,4,2024,11.6,88,90,13.7,0.0
11,7,4,2024,12.0,86,90,16.8,1.1
12,7,4,2024,12.2,88,89,16.3,6.3
13,7,4,2024,13.0,82,87,18.6,25.3
14,7,4,2024,13.8,74,47,18.4,32.4
15,7,4,2024,15.0,61,66,21.3,60.8
16,7,4,2024,16.3,51,32,23.7,303.5
17,7,4,2024,14.9,61,26,23.8,283.1
18,7,4,2024,14.1,66,0,23.0,161.4
19,7,4,2024,12.8,73,1,22.5,35.0
20,7,4,2024,11.5,78,5,21.6,0.0
21,7,4,2024,11.2,79,1,21.5,0.0
22,7,4,2024,11.1,79,0,22.9,0.0
23,7,4,2024,10.8,80,0,24.5,0.0
0,8,4,2024,10.6,80,0,25.8,0.0
1,8,4,2024,10.4,81,0,24.8,0.0
2,8,4,2024,10.2,82,0,23.4,0.0
3,8,4,2024,10.1,83,0,23.0,0.0
4,8,4,2024,10.1,85,0,22.4,0.0
5,8,4,2024,9.9,86,0,21.3,0.0
6,8,4,2024,9.6,88,0,19.5,0.0
7,8,4,2024,9.5,88,0,18.5,0.0
8,8,4,2024,10.9,83,0,18.9,78.4
9,8,4,2024,12.8,74,0,21.1,241.1
10,8,4,2024,14.3,68,0,23.0,413.9
11,8,4,2024,15.2,68,0,24.9,559.1
12,8,4,2024,15.9,66,0,26.5,654.3
13,8,4,2024,16.6,61,0,26.5,697.3
14,8,4,2024,17.0,58,0,27.6,680.0
15,8,4,2024,16.7,59,0,28.2,607.2
16,8,4,2024,16.0,61,0,28.5,490.6
17,8,4,2024,15.4,62,4,26.6,337.5
18,8,4,2024,14.4,67,0,25.1,173.3
19,8,4,2024,13.0,74,2,22.7,37.6
20,8,4,2024,11.8,79,0,21.9,0.0
21,8,4,2024,11.2,83,0,22.1,0.0
22,8,4,2024,10.9,84,0,21.3,0.0
23,8,4,2024,10.7,85,0,18.5,0.0
0,9,4,2024,10.5,85,0,16.7,0.0
1,9,4,2024,10.3,86,0,15.1,0.0
2,9,4,2024,10.0,88,0,11.3,0.0
3,9,4,2024,9.4,91,0,7.7,0.0
4,9,4,2024,9.1,92,0,10.5,0.0
5,9,4,2024,9.1,92,0,10.3,0.0
6,9,4,2024,8.9,93,0,9.6,0.0
7,9,4,2024,9.0,93,0,10.9,2.5
8,9,4,2024,10.7,91,0,12.8,75.9
9,9,4,2024,13.0,83,0,11.0,231.6
10,9,4,2024,15.1,71,0,13.4,398.5
11,9,4,2024,16.5,62,0,15.2,538.0
12,9,4,2024,17.4,59,0,16.8,635.2
13,9,4,2024,18.2,55,0,19.8,678.9
14,9,4,2024,18.3,54,0,22.6,665.2
15,9,4,2024,17.8,57,0,22.0,596.8
16,9,4,2024,18.2,54,0,20.6,485.3
17,9,4,2024,17.3,57,0,20.1,335.2
18,9,4,2024,15.9,63,0,19.6,173.0
19,9,4,2024,14.1,74,0,17.6,39.2
20,9,4,2024,12.5,83,0,16.6,0.0
21,9,4,2024,11.8,89,0,15.0,0.0
22,9,4,2024,11.4,92,0,12.9,0.0
23,9,4,2024,11.1,92,0,11.2,0.0
0,10,4,2024,10.7,93,0,8.4,0.0
1,10,4,2024,10.4,94,0,10.1,0.0
2,10,4,2024,10.4,94,0,12.6,0.0
3,10,4,2024,10.3,94,0,12.7,0.0
4,10,4,2024,10.1,95,0,12.6,0.0
5,10,4,2024,10.3,95,0,11.6,0.0
6,10,4,2024,10.5,94,32,11.1,0.0
7,10,4,2024,10.7,95,41,11.5,2.5
8,10,4,2024,11.9,91,24,13.9,62.5
9,10,4,2024,13.4,83,8,10.2,204.7
10,10,4,2024,15.0,79,14,9.2,376.2
11,10,4,2024,16.5,72,6,10.4,481.2
12,10,4,2024,17.6,67,4,10.8,616.1
13,10,4,2024,18.2,62,1,13.3,664.6
14,10,4,2024,18.9,57,0,16.6,668.1
15,10,4,2024,19.0,56,0,20.3,609.3
16,10,4,2024,16.8,65,0,20.6,490.0
17,10,4,2024,15.8,67,0,20.6,338.9
18,10,4,2024,14.5,71,0,20.7,176.5
19,10,4,2024,13.0,78,0,19.0,40.9
20,10,4,2024,11.7,86,0,17.9,0.0
21,10,4,2024,10.9,92,0,16.6,0.0
22,10,4,2024,10.7,93,0,16.4,0.0
23,10,4,2024,10.6,93,0,15.8,0.0
0,11,4,2024,10.5,93,0,15.5,0.0
1,11,4,2024,10.4,93,0,14.7,0.0
2,11,4,2024,10.4,93,0,12.8,0.0
3,11,4,2024,10.3,94,0,10.8,0.0
4,11,4,2024,10.8,97,90,12.7,0.0
5,11,4,2024,11.0,96,32,11.9,0.0
6,11,4,2024,10.8,96,22,9.7,0.0
7,11,4,2024,10.8,96,90,8.3,2.5
8,11,4,2024,12.0,91,80,14.1,41.7
9,11,4,2024,13.8,80,13,13.2,78.4
10,11,4,2024,15.7,77,4,11.9,368.9
11,11,4,2024,17.5,70,0,16.7,535.1
12,11,4,2024,18.5,64,0,18.8,641.0
13,11,4,2024,19.2,61,0,18.9,682.7
14,11,4,2024,19.4,60,0,21.2,668.1
15,11,4,2024,19.3,59,0,21.9,598.9
16,11,4,2024,19.4,53,0,20.4,489.3
17,11,4,2024,18.1,61,0,20.9,336.7
18,11,4,2024,16.5,70,0,20.1,173.8
19,11,4,2024,15.1,78,0,18.1,40.4
20,11,4,2024,13.4,87,0,18.0,0.0
21,11,4,2024,12.7,91,0,17.4,0.0
22,11,4,2024,12.4,93,0,17.6,0.0
23,11,4,2024,12.1,94,0,18.0,0.0
0,12,4,2024,12.1,94,0,16.1,0.0
1,12,4,2024,11.9,94,0,14.3,0.0
2,12,4,2024,11.8,94,0,12.9,0.0
3,12,4,2024,11.7,94,3,13.5,0.0
4,12,4,2024,12.2,92,13,11.3,0.0
5,12,4,2024,12.0,93,12,11.6,0.0
6,12,4,2024,12.0,94,0,13.7,0.0
7,12,4,2024,12.0,94,1,14.1,2.4
8,12,4,2024,13.5,90,0,14.5,81.1
9,12,4,2024,15.7,82,0,14.1,239.5
10,12,4,2024,17.8,73,2,15.5,403.8
11,12,4,2024,19.4,64,0,18.3,542.3
12,12,4,2024,20.2,56,0,20.3,641.8
13,12,4,2024,20.9,51,0,21.3,687.6
14,12,4,2024,20.9,52,0,21.8,673.0
15,12,4,2024,20.4,54,0,21.7,600.9
16,12,4,2024,20.1,53,0,18.5,484.9
17,12,4,2024,19.5,56,0,17.8,335.2
18,12,4,2024,18.0,63,0,17.8,175.0
19,12,4,2024,15.9,75,0,17.2,42.0
20,12,4,2024,14.1,86,0,16.8,0.0
21,12,4,2024,13.1,93,1,18.0,0.0
22,12,4,2024,12.9,95,4,17.8,0.0
23,12,4,2024,12.7,95,1,16.7,0.0
0,13,4,2024,12.5,94,0,13.5,0.0
1,13,4,2024,12.3,94,0,12.2,0.0
2,13,4,2024,12.2,94,0,12.4,0.0
3,13,4,2024,12.1,95,0,13.1,0.0
4,13,4,2024,12.4,95,0,11.9,0.0
5,13,4,2024,12.3,95,8,10.9,0.0
6,13,4,2024,12.1,96,35,9.8,0.0
7,13,4,2024,12.3,97,41,10.4,2.4
8,13,4,2024,13.4,93,4,11.7,63.7
9,13,4,2024,15.4,87,1,9.5,199.2
10,13,4,2024,17.7,75,0,12.1,411.3
11,13,4,2024,19.5,63,0,14.6,549.5
12,13,4,2024,20.7,57,2,13.1,637.3
13,13,4,2024,21.0,56,1,13.3,670.3
14,13,4,2024,21.1,54,1,15.8,659.2
15,13,4,2024,20.7,54,0,20.3,590.5
16,13,4,2024,20.0,55,0,19.1,484.2
17,13,4,2024,19.1,55,0,18.3,338.1
18,13,4,2024,18.0,56,0,16.2,178.5
19,13,4,2024,16.5,65,1,11.0,44.2
20,13,4,2024,14.5,74,2,8.2,0.0
21,13,4,2024,13.1,82,29,7.2,0.0
22,13,4,2024,12.3,87,28,5.8,0.0
23,13,4,2024,12.3,86,2,11.2,0.0
0,14,4,2024,12.2,84,1,12.3,0.0
1,14,4,2024,11.6,88,3,9.4,0.0
2,14,4,2024,11.1,91,6,9.4,0.0
3,14,4,2024,11.0,89,1,10.1,0.0
4,14,4,2024,10.4,89,1,8.6,0.0
5,14,4,2024,9.8,90,0,6.7,0.0
6,14,4,2024,9.2,91,0,6.9,0.0
7,14,4,2024,9.7,91,0,5.4,4.7
8,14,4,2024,12.4,84,1,5.0,91.6
9,14,4,2024,14.8,80,0,1.5,253.0
10,14,4,2024,16.7,68,14,2.2,417.6
11,14,4,2024,18.1,64,5,3.6,547.0
12,14,4,2024,19.1,64,0,4.8,629.8
13,14,4,2024,20.0,65,4,6.4,688.4
14,14,4,2024,20.6,65,6,7.2,659.2
15,14,4,2024,20.9,64,1,8.9,561.1
16,14,4,2024,21.9,58,8,4.3,461.5
17,14,4,2024,21.6,62,5,4.5,331.5
18,14,4,2024,21.1,66,0,3.1,179.0
19,14,4,2024,19.8,76,0,3.5,45.3
20,14,4,2024,17.7,58,0,7.1,0.0
21,14,4,2024,16.3,56,0,6.9,0.0
22,14,4,2024,14.3,70,9,8.6,0.0
23,14,4,2024,13.7,77,5,7.0,0.0
0,15,4,2024,12.6,85,2,9.0,0.0
1,15,4,2024,14.8,73,1,6.5,0.0
2,15,4,2024,14.8,71,2,6.0,0.0
3,15,4,2024,14.9,69,0,5.2,0.0
4,15,4,2024,10.9,88,1,10.2,0.0
5,15,4,2024,11.0,87,0,9.4,0.0
6,15,4,2024,10.7,88,2,10.5,0.0
7,15,4,2024,12.2,87,16,6.5,4.7
8,15,4,2024,14.5,81,4,9.7,93.8
9,15,4,2024,16.1,74,0,9.4,258.6
10,15,4,2024,17.4,67,0,9.9,428.5
11,15,4,2024,18.4,63,0,11.1,568.3
12,15,4,2024,19.4,60,0,11.9,661.9
13,15,4,2024,20.4,56,0,12.3,704.5
14,15,4,2024,21.2,53,0,12.1,690.6
15,15,4,2024,21.7,50,0,11.0,621.1
16,15,4,2024,22.6,47,0,10.0,503.7
17,15,4,2024,22.5,45,0,9.1,353.4
18,15,4,2024,21.7,49,3,7.2,191.1
19,15,4,2024,19.4,62,6,4.8,50.4
20,15,4,2024,16.2,66,8,6.8,0.0
21,15,4,2024,16.0,62,29,8.0,0.0
22,15,4,2024,15.2,65,29,8.7,0.0
23,15,4,2024,14.7,67,0,8.8,0.0
0,16,4,2024,15.6,63,0,9.3,0.0
1,16,4,2024,14.0,74,0,9.8,0.0
2,16,4,2024,13.0,81,28,11.6,0.0
3,16,4,2024,13.3,82,0,11.3,0.0
4,16,4,2024,15.2,80,0,10.7,0.0
5,16,4,2024,14.5,84,0,9.4,0.0
6,16,4,2024,14.2,84,0,9.4,0.0
7,16,4,2024,13.8,83,0,7.6,7.0
8,16,4,2024,17.0,72,0,10.5,103.4
9,16,4,2024,19.2,64,0,11.9,272.7
10,16,4,2024,20.5,56,1,16.2,442.7
11,16,4,2024,21.5,52,0,18.7,581.0
12,16,4,2024,22.4,52,0,17.4,676.3
13,16,4,2024,23.4,50,27,15.5,716.5
14,16,4,2024,24.2,46,27,16.3,655.2
15,16,4,2024,24.8,46,2,15.6,569.8
16,16,4,2024,26.0,42,30,17.9,474.7
17,16,4,2024,25.8,43,29,16.3,290.6
18,16,4,2024,25.1,47,38,11.5,163.4
19,16,4,2024,22.8,46,37,14.4,31.2
20,16,4,2024,20.6,52,31,15.6,0.0
21,16,4,2024,20.1,56,72,17.6,0.0
22,16,4,2024,20.7,48,65,21.6,0.0
23,16,4,2024,19.7,42,55,21.4,0.0
0,17,4,2024,18.6,51,42,18.1,0.0
1,17,4,2024,19.1,48,75,21.4,0.0
2,17,4,2024,20.1,40,89,32.0,0.0
3,17,4,2024,18.8,49,69,31.7,0.0
4,17,4,2024,18.5,58,37,12.7,0.0
5,17,4,2024,18.7,52,70,21.2,0.0
6,17,4,2024,17.9,59,59,17.4,0.0
7,17,4,2024,18.2,55,35,26.1,2.3
8,17,4,2024,18.9,57,41,24.1,23.5
9,17,4,2024,19.2,60,60,22.1,25.7
10,17,4,2024,19.3,59,89,25.1,155.4
11,17,4,2024,18.5,64,66,11.9,30.3
12,17,4,2024,20.1,57,31,12.2,61.6
13,17,4,2024,21.4,51,3,12.4,213.5
14,17,4,2024,22.4,47,1,8.9,710.2
15,17,4,2024,23.3,44,31,7.3,633.6
16,17,4,2024,24.5,44,79,13.8,306.5
17,17,4,2024,23.3,47,80,10.2,9.5
18,17,4,2024,23.4,47,90,9.1,36.8
19,17,4,2024,22.0,46,49,7.8,0.0
20,17,4,2024,19.8,57,58,4.7,0.0
21,17,4,2024,17.8,59,46,6.0,0.0
22,17,4,2024,17.0,65,50,5.2,0.0
23,17,4,2024,18.0,56,55,12.3,0.0
0,18,4,2024,17.7,60,34,20.5,0.0
1,18,4,2024,17.7,63,53,11.6,0.0
2,18,4,2024,17.5,64,11,15.2,0.0
3,18,4,2024,17.1,64,16,15.8,0.0
4,18,4,2024,16.3,70,1,2.5,0.0
5,18,4,2024,15.3,73,14,8.8,0.0
6,18,4,2024,13.7,85,25,7.2,0.0
7,18,4,2024,14.5,83,57,15.3,4.6
8,18,4,2024,15.7,81,95,12.2,46.6
9,18,4,2024,17.0,75,28,20.9,167.5
10,18,4,2024,18.1,70,40,24.1,342.1
11,18,4,2024,18.9,68,34,26.9,391.2
12,18,4,2024,19.1,74,44,20.4,446.4
13,18,4,2024,18.3,77,79,14.0,309.6
14,18,4,2024,16.4,72,36,20.9,259.3
15,18,4,2024,16.7,71,9,19.5,309.2
16,18,4,2024,17.1,69,27,14.2,302.0
17,18,4,2024,16.8,70,36,10.5,260.7
18,18,4,2024,16.5,70,36,8.7,131.1
19,18,4,2024,15.4,73,23,12.4,34.3
20,18,4,2024,13.9,78,16,12.5,0.0
21,18,4,2024,13.0,82,7,12.1,0.0
22,18,4,2024,12.5,85,7,12.4,0.0
23,18,4,2024,12.3,87,18,11.9,0.0
0,19,4,2024,11.8,90,46,13.9,0.0
1,19,4,2024,12.3,87,71,15.1,0.0
2,19,4,2024,12.8,83,75,12.5,0.0
3,19,4,2024,12.8,81,69,11.1,0.0
4,19,4,2024,12.7,90,67,4.7,0.0
5,19,4,2024,12.6,91,63,5.2,0.0
6,19,4,2024,12.7,92,70,5.2,0.0
7,19,4,2024,12.8,92,68,6.7,0.0
8,19,4,2024,13.0,94,43,8.9,0.0
9,19,4,2024,14.1,84,69,13.0,123.2
10,19,4,2024,14.2,79,68,15.3,2.3
11,19,4,2024,15.3,67,58,19.1,63.7
12,19,4,2024,16.3,62,69,19.4,366.0
13,19,4,2024,16.4,62,62,19.7,188.1
14,19,4,2024,16.4,63,61,21.2,241.6
15,19,4,2024,15.1,69,36,23.8,162.7
16,19,4,2024,13.7,78,94,21.9,53.1
17,19,4,2024,12.5,83,100,22.0,18.2
18,19,4,2024,12.7,83,75,24.4,67.6
19,19,4,2024,12.3,85,100,24.0,14.9
20,19,4,2024,12.0,88,55,22.1,0.0
21,19,4,2024,12.0,88,79,20.3,0.0
22,19,4,2024,12.1,87,100,21.4,0.0
23,19,4,2024,12.2,87,91,23.0,0.0
0,20,4,2024,12.3,87,84,21.9,0.0
1,20,4,2024,12.5,86,88,21.6,0.0
2,20,4,2024,12.6,87,86,23.7,0.0
3,20,4,2024,12.5,88,100,28.8,0.0
4,20,4,2024,12.8,89,100,29.9,0.0
5,20,4,2024,12.6,91,100,28.9,0.0
6,20,4,2024,12.7,91,100,32.8,0.0
7,20,4,2024,12.8,90,100,34.9,0.0
8,20,4,2024,13.1,90,100,32.1,0.0
9,20,4,2024,13.0,92,100,29.3,0.0
10,20,4,2024,13.4,92,100,26.8,0.0
11,20,4,2024,13.6,93,100,23.6,10.8
12,20,4,2024,13.9,90,100,19.6,8.3
13,20,4,2024,13.9,93,100,14.7,23.3
14,20,4,2024,14.2,88,100,13.7,1.0
15,20,4,2024,13.6,83,100,16.1,13.3
16,20,4,2024,14.1,76,92,24.7,16.5
17,20,4,2024,13.5,80,100,16.3,85.9
18,20,4,2024,12.1,88,100,30.6,7.9
19,20,4,2024,11.4,90,100,35.6,0.0
20,20,4,2024,10.8,88,100,29.4,0.0
21,20,4,2024,10.5,86,100,24.6,0.0
22,20,4,2024,10.4,85,72,21.4,0.0
23,20,4,2024,10.1,85,58,20.9,0.0
0,21,4,2024,10.1,85,18,19.5,0.0
1,21,4,2024,9.7,85,2,17.3,0.0
2,21,4,2024,9.1,85,5,15.4,0.0
3,21,4,2024,8.6,85,14,12.6,0.0
4,21,4,2024,9.1,82,4,7.7,0.0
5,21,4,2024,7.5,88,0,7.0,0.0
6,21,4,2024,6.7,89,0,8.9,0.0
7,21,4,2024,7.8,88,3,6.4,11.3
8,21,4,2024,10.3,81,11,2.3,112.7
9,21,4,2024,12.1,74,38,2.4,280.6
10,21,4,2024,13.2,72,25,4.2,247.3
11,21,4,2024,14.3,70,60,6.5,543.7
12,21,4,2024,14.0,69,1,6.6,114.6
13,21,4,2024,15.4,65,6,6.0,689.6
14,21,4,2024,16.2,60,2,6.9,665.9
15,21,4,2024,16.8,58,3,5.4,631.1
16,21,4,2024,17.2,57,15,5.6,503.9
17,21,4,2024,17.8,56,23,4.7,316.9
18,21,4,2024,18.0,55,29,2.8,159.5
19,21,4,2024,16.6,68,17,7.5,32.8
20,21,4,2024,14.8,74,2,14.0,0.0
21,21,4,2024,13.5,79,16,13.0,0.0
22,21,4,2024,12.8,81,20,9.7,0.0
23,21,4,2024,12.1,83,3,7.6,0.0
0,22,4,2024,12.4,80,3,10.2,0.0
1,22,4,2024,13.4,80,7,14.8,0.0
2,22,4,2024,14.9,68,2,23.6,0.0
3,22,4,2024,14.6,71,18,25.0,0.0
4,22,4,2024,14.4,81,32,15.9,0.0
5,22,4,2024,13.7,85,64,23.2,0.0
6,22,4,2024,14.2,84,18,21.3,0.0
7,22,4,2024,14.2,85,23,21.4,9.0
8,22,4,2024,14.8,85,35,21.6,92.2
9,22,4,2024,14.9,75,15,16.9,207.3
10,22,4,2024,15.8,66,4,15.9,379.1
11,22,4,2024,16.7,62,4,15.9,586.6
12,22,4,2024,17.6,60,12,13.8,682.3
13,22,4,2024,18.0,58,31,11.2,714.8
14,22,4,2024,18.1,58,39,9.0,601.1
15,22,4,2024,18.2,57,38,10.0,330.3
16,22,4,2024,18.3,58,78,13.0,326.3
17,22,4,2024,18.4,57,90,11.4,53.0
18,22,4,2024,17.9,65,90,3.3,1.6
19,22,4,2024,16.5,78,70,6.6,0.0
20,22,4,2024,14.7,83,90,9.2,0.0
21,22,4,2024,14.6,69,90,12.3,0.0
22,22,4,2024,14.3,70,90,12.2,0.0
23,22,4,2024,14.1,72,89,12.4,0.0
0,23,4,2024,13.7,73,68,12.2,0.0
1,23,4,2024,13.6,70,85,14.4,0.0
2,23,4,2024,14.1,67,46,17.7,0.0
3,23,4,2024,13.7,69,76,17.6,0.0
4,23,4,2024,13.7,76,69,14.5,0.0
5,23,4,2024,13.6,78,86,17.5,0.0
6,23,4,2024,13.4,80,88,19.0,0.0
7,23,4,2024,13.6,82,89,17.9,0.0
8,23,4,2024,13.9,80,90,23.9,0.0
9,23,4,2024,14.4,81,85,19.4,8.5
10,23,4,2024,15.0,81,90,24.0,14.7
11,23,4,2024,17.0,73,89,25.6,159.5
12,23,4,2024,18.7,69,32,24.5,209.3
13,23,4,2024,20.9,64,41,25.5,448.8
14,23,4,2024,21.7,61,36,22.1,277.0
15,23,4,2024,20.5,65,48,20.6,144.7
16,23,4,2024,20.2,65,67,21.1,478.6
17,23,4,2024,18.6,69,89,21.7,147.0
18,23,4,2024,17.1,74,88,20.4,12.7
19,23,4,2024,16.5,77,88,20.4,3.1
20,23,4,2024,16.2,73,88,18.9,0.0
21,23,4,2024,16.1,71,89,18.8,0.0
22,23,4,2024,16.3,70,80,17.7,0.0
23,23,4,2024,17.3,66,44,12.6,0.0
0,24,4,2024,17.7,68,40,19.4,0.0
1,24,4,2024,19.5,64,88,21.6,0.0
2,24,4,2024,20.3,59,47,19.6,0.0
3,24,4,2024,20.9,50,15,20.9,0.0
4,24,4,2024,16.8,75,24,7.3,0.0
5,24,4,2024,15.5,79,1,3.3,0.0
6,24,4,2024,13.6,89,4,4.9,0.0
7,24,4,2024,13.9,89,23,5.7,15.7
8,24,4,2024,16.2,84,40,4.6,113.6
9,24,4,2024,18.5,84,24,1.8,224.7
10,24,4,2024,19.5,83,28,5.2,416.7
11,24,4,2024,20.2,84,15,8.7,582.8
12,24,4,2024,21.1,82,30,9.6,680.9
13,24,4,2024,22.3,74,28,8.7,693.4
14,24,4,2024,23.1,63,30,8.0,663.9
15,24,4,2024,23.5,58,31,7.9,538.0
16,24,4,2024,22.8,83,30,9.2,288.0
17,24,4,2024,22.4,90,30,3.4,174.1
18,24,4,2024,22.0,91,30,6.8,110.4
19,24,4,2024,20.6,81,30,10.5,22.4
20,24,4,2024,18.7,77,29,6.6,0.0
21,24,4,2024,18.4,75,27,1.8,0.0
22,24,4,2024,16.5,89,22,6.1,0.0
23,24,4,2024,15.7,91,26,5.6,0.0
0,25,4,2024,16.9,82,45,5.1,0.0
1,25,4,2024,15.7,87,32,6.0,0.0
2,25,4,2024,16.5,81,48,5.5,0.0
3,25,4,2024,17.4,75,47,3.6,0.0
4,25,4,2024,14.7,88,38,7.4,0.0
5,25,4,2024,15.0,88,50,4.1,0.0
6,25,4,2024,15.1,85,36,5.5,0.0
7,25,4,2024,15.9,83,31,5.6,4.5
8,25,4,2024,16.6,85,83,7.9,43.3
9,25,4,2024,17.2,84,67,6.2,74.8
10,25,4,2024,18.1,83,48,6.6,180.1
11,25,4,2024,19.2,80,34,5.8,345.6
12,25,4,2024,20.4,77,20,6.5,455.9
13,25,4,2024,20.8,75,52,7.6,589.2
14,25,4,2024,20.8,77,48,7.3,583.4
15,25,4,2024,21.2,74,63,6.3,386.6
16,25,4,2024,21.5,86,37,7.3,422.0
17,25,4,2024,21.2,93,20,4.8,317.9
18,25,4,2024,20.2,100,61,8.1,195.0
19,25,4,2024,17.3,96,65,13.0,37.6
20,25,4,2024,16.1,90,45,7.2,0.0
21,25,4,2024,16.1,89,49,6.2,0.0
22,25,4,2024,15.4,92,43,3.6,0.0
23,25,4,2024,14.5,96,56,8.4,0.0
0,26,4,2024,13.8,98,69,5.4,0.0
1,26,4,2024,13.7,98,70,9.1,0.0
2,26,4,2024,13.5,96,51,5.5,0.0
3,26,4,2024,14.2,87,9,9.5,0.0
4,26,4,2024,15.6,76,16,13.7,0.0
5,26,4,2024,14.7,83,1,11.5,0.0
6,26,4,2024,14.0,86,0,10.1,0.0
7,26,4,2024,14.3,86,0,8.9,20.1
8,26,4,2024,15.7,83,2,7.9,136.1
9,26,4,2024,16.5,79,68,8.7,302.1
10,26,4,2024,16.8,79,100,9.1,146.2
11,26,4,2024,16.7,79,100,11.1,76.4
12,26,4,2024,17.5,74,14,10.9,246.6
13,26,4,2024,18.3,68,28,10.0,540.6
14,26,4,2024,18.5,68,37,9.4,504.8
15,26,4,2024,18.6,65,59,9.3,398.1
16,26,4,2024,18.7,76,28,5.6,442.4
17,26,4,2024,18.0,73,27,14.2,278.9
18,26,4,2024,17.3,71,1,15.7,191.4
19,26,4,2024,16.0,75,0,14.8,67.0
20,26,4,2024,14.6,80,0,15.1,0.0
21,26,4,2024,13.9,83,0,16.4,0.0
22,26,4,2024,13.5,84,0,15.4,0.0
23,26,4,2024,13.1,85,0,13.1,0.0
0,27,4,2024,12.8,88,2,13.5,0.0
1,27,4,2024,12.6,90,22,16.1,0.0
2,27,4,2024,12.3,93,29,17.2,0.0
3,27,4,2024,12.2,94,32,18.3,0.0
4,27,4,2024,12.1,97,95,19.5,0.0
5,27,4,2024,12.3,96,86,20.9,0.0
6,27,4,2024,12.4,93,5,21.4,0.0
7,27,4,2024,12.6,89,17,21.5,20.0
8,27,4,2024,13.8,84,27,22.7,131.3
9,27,4,2024,15.1,76,21,27.3,274.0
10,27,4,2024,16.2,70,12,27.4,443.8
11,27,4,2024,17.0,67,13,28.3,552.9
12,27,4,2024,17.3,66,9,28.8,660.6
13,27,4,2024,17.4,66,22,30.2,696.2
14,27,4,2024,17.3,66,25,32.2,643.3
15,27,4,2024,16.7,68,27,32.5,544.9
16,27,4,2024,16.4,68,61,31.3,476.5
17,27,4,2024,15.3,71,50,31.1,209.3
18,27,4,2024,14.7,72,39,33.8,130.2
19,27,4,2024,14.0,75,67,32.5,43.9
20,27,4,2024,13.3,78,69,26.9,0.0
21,27,4,2024,12.7,83,56,23.9,0.0
22,27,4,2024,12.7,83,100,23.9,0.0
23,27,4,2024,12.8,83,94,22.8,0.0
0,28,4,2024,12.9,83,75,21.8,0.0
1,28,4,2024,13.0,84,81,20.2,0.0
2,28,4,2024,12.8,85,93,17.8,0.0
3,28,4,2024,12.8,86,100,16.4,0.0
4,28,4,2024,13.2,89,60,15.0,0.0
5,28,4,2024,13.0,92,70,20.5,0.0
6,28,4,2024,12.9,92,50,19.3,0.0
7,28,4,2024,13.1,92,49,15.2,0.0
8,28,4,2024,13.9,88,100,21.3,33.0
9,28,4,2024,14.8,83,100,23.5,33.6
10,28,4,2024,15.1,84,100,24.7,30.3
11,28,4,2024,16.0,82,96,24.7,22.6
12,28,4,2024,17.7,74,33,25.9,281.9
13,28,4,2024,18.3,71,14,26.3,605.2
14,28,4,2024,18.3,69,1,25.9,663.0
15,28,4,2024,17.9,72,9,25.8,604.0
16,28,4,2024,16.1,83,100,25.3,227.8
17,28,4,2024,15.3,85,98,26.0,36.7
18,28,4,2024,15.5,84,94,27.5,96.8
19,28,4,2024,14.8,86,92,22.9,31.4
20,28,4,2024,14.1,90,80,17.9,0.0
21,28,4,2024,13.9,91,91,19.2,0.0
22,28,4,2024,13.9,91,90,20.4,0.0
23,28,4,2024,13.9,92,90,21.0,0.0
0,29,4,2024,14.1,90,90,20.6,0.0
1,29,4,2024,13.6,93,90,19.5,0.0
2,29,4,2024,13.6,92,8,18.9,0.0
3,29,4,2024,12.6,94,5,16.0,0.0
4,29,4,2024,13.0,91,63,17.2,0.0
5,29,4,2024,12.7,91,59,16.1,0.0
6,29,4,2024,12.5,92,72,14.1,0.0
7,29,4,2024,13.1,90,46,14.7,8.9
8,29,4,2024,14.1,78,28,19.2,89.0
9,29,4,2024,15.3,73,100,22.9,241.9
10,29,4,2024,14.9,80,100,21.0,35.9
11,29,4,2024,14.9,82,100,20.9,10.7
12,29,4,2024,15.3,80,100,23.6,11.4
13,29,4,2024,15.7,78,94,23.1,19.2
14,29,4,2024,15.8,78,90,21.4,27.5
15,29,4,2024,16.3,76,88,22.0,62.9
16,29,4,2024,15.6,74,91,24.0,62.5
17,29,4,2024,15.0,76,90,22.3,43.7
18,29,4,2024,14.5,79,90,20.8,15.2
19,29,4,2024,14.0,82,90,17.6,1.9
20,29,4,2024,13.7,83,90,15.6,0.0
21,29,4,2024,13.6,85,90,14.3,0.0
22,29,4,2024,13.4,87,91,13.1,0.0
23,29,4,2024,13.4,87,90,12.8,0.0
0,30,4,2024,13.3,89,90,11.6,0.0
1,30,4,2024,13.2,90,90,11.0,0.0
2,30,4,2024,13.3,90,90,11.0,0.0
3,30,4,2024,13.2,91,90,11.0,0.0
4,30,4,2024,13.5,93,100,13.0,0.0
