hour,day,month,year,Consumption_kWh,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
10,25,10,2023,5.010067656838499,18.9,85,41,18.1,42.3
11,25,10,2023,4.871491589272317,19.6,80,35,19.5,351.7
12,25,10,2023,5.012821906616601,20.2,75,38,19.7,406.8
13,25,10,2023,5.122776914630943,20.7,70,37,20.0,152.9
14,25,10,2023,5.017722087910354,21.7,64,29,22.0,150.3
15,25,10,2023,4.617516739770139,22.8,59,29,21.9,347.5
16,25,10,2023,5.393174803266689,22.6,66,34,20.0,177.4
17,25,10,2023,5.487627014364588,21.9,70,29,17.4,48.9
18,25,10,2023,4.831788751879783,21.4,69,31,20.5,1.9
19,25,10,2023,4.384486836438702,21.5,72,32,22.8,0.0
20,25,10,2023,4.6185353705580265,21.3,72,30,21.4,0.0
21,25,10,2023,4.667277925237542,20.8,74,32,18.8,0.0
22,25,10,2023,4.818606851435384,20.8,75,34,16.8,0.0
23,25,10,2023,4.835993376224426,20.4,78,32,14.3,0.0
0,26,10,2023,4.99947314316036,20.4,76,31,17.8,0.0
1,26,10,2023,5.203515481958373,21.3,64,35,24.5,0.0
2,26,10,2023,5.297336694008793,21.6,59,48,26.5,0.0
3,26,10,2023,5.546972173391675,21.4,59,62,23.2,0.0
4,26,10,2023,5.359143227811165,21.0,63,49,24.6,0.0
5,26,10,2023,5.380280764698863,20.9,64,90,25.3,0.0
6,26,10,2023,5.203973249837324,21.4,59,71,27.0,0.0
7,26,10,2023,5.535631379155859,21.2,60,35,21.4,0.0
8,26,10,2023,5.285457291844859,21.1,58,32,21.0,2.4
9,26,10,2023,4.967744615311592,22.0,56,38,21.2,22.3
10,26,10,2023,5.533859085386281,23.0,55,33,20.0,163.4
11,26,10,2023,5.357492410989741,23.8,50,32,23.0,219.8
12,26,10,2023,5.072255587572863,24.1,48,37,26.4,180.8
13,26,10,2023,5.0631433510051735,24.3,49,46,30.8,282.7
14,26,10,2023,5.257160479140174,24.2,50,66,30.6,184.9
15,26,10,2023,5.29881279167188,23.7,52,50,32.1,37.5
16,26,10,2023,5.232339659262784,23.7,52,45,30.9,189.7
17,26,10,2023,5.260843761215705,22.3,59,49,27.2,66.2
18,26,10,2023,5.10800593649908,22.0,58,77,28.6,1.0
19,26,10,2023,4.950902380913705,21.5,61,44,29.2,0.0
20,26,10,2023,4.73067549067124,20.7,67,46,25.3,0.0
21,26,10,2023,4.918344238046855,20.7,69,74,25.3,0.0
22,26,10,2023,4.424885616973098,20.6,72,32,22.3,0.0
23,26,10,2023,4.782498355341685,20.0,75,35,19.8,0.0
0,27,10,2023,5.649989193720963,19.8,77,16,19.7,0.0
1,27,10,2023,5.143151132439592,19.8,74,19,19.4,0.0
2,27,10,2023,4.985754124132915,19.6,74,6,16.2,0.0
3,27,10,2023,5.034640384139421,19.4,73,28,15.9,0.0
4,27,10,2023,4.925254346952089,19.9,75,15,20.4,0.0
5,27,10,2023,5.0014721292557605,19.7,75,8,18.1,0.0
6,27,10,2023,5.105035581640179,19.4,76,20,15.9,0.0
7,27,10,2023,4.846270851493026,19.2,77,36,14.3,0.0
8,27,10,2023,5.201567189775087,19.2,79,39,16.4,4.8
9,27,10,2023,5.423231899734348,20.1,76,46,19.5,12.0
10,27,10,2023,4.970723561250956,21.4,69,28,20.9,163.7
11,27,10,2023,5.577483587198128,22.2,66,16,22.2,304.5
12,27,10,2023,5.325360628419585,22.8,65,30,22.3,362.8
13,27,10,2023,5.455307752693701,23.4,63,24,20.6,297.8
14,27,10,2023,5.033203967824652,24.1,61,5,20.6,391.8
15,27,10,2023,5.41129391305434,24.4,61,12,16.8,344.2
16,27,10,2023,4.924679131188858,24.8,60,19,17.3,137.2
17,27,10,2023,5.420224481496813,24.4,61,28,21.3,88.1
18,27,10,2023,4.740622441236069,23.2,62,53,19.3,1.1
19,27,10,2023,4.835975411283882,23.3,61,31,24.1,0.0
20,27,10,2023,4.403763954881473,23.0,63,30,25.5,0.0
21,27,10,2023,4.473895145718535,22.1,69,23,20.2,0.0
22,27,10,2023,4.846969660851032,21.8,69,4,24.4,0.0
23,27,10,2023,4.460575605231636,21.9,65,0,29.8,0.0
0,28,10,2023,5.32864353337679,21.7,67,0,30.3,0.0
1,28,10,2023,4.871057508736948,21.4,69,4,29.2,0.0
2,28,10,2023,5.424885513518676,21.2,70,6,30.0,0.0
3,28,10,2023,4.904711131659882,21.0,70,5,31.5,0.0
4,28,10,2023,5.350916944771891,21.4,75,7,29.1,0.0
5,28,10,2023,5.36924969376351,21.2,75,26,28.5,0.0
6,28,10,2023,5.038649005744616,21.0,75,32,27.8,0.0
7,28,10,2023,5.358348602123192,20.9,75,32,28.0,0.0
8,28,10,2023,5.277952526185398,20.9,75,20,27.5,2.4
9,28,10,2023,5.078131496303825,21.9,71,30,30.5,87.5
10,28,10,2023,4.960703289332957,22.5,69,24,25.9,212.6
11,28,10,2023,4.722185537433865,23.2,66,10,25.2,331.4
12,28,10,2023,5.300254472176933,23.8,64,4,24.9,380.8
13,28,10,2023,4.821641267511496,24.4,62,0,23.0,432.6
14,28,10,2023,5.236678010212336,24.8,60,0,18.9,420.6
15,28,10,2023,5.146979906331447,25.1,60,0,13.9,342.1
16,28,10,2023,5.382627654211558,25.3,64,6,16.9,176.4
17,28,10,2023,5.137330585479544,24.8,66,1,13.7,88.2
18,28,10,2023,4.630480013765236,23.4,69,1,10.5,1.2
19,28,10,2023,4.895809636424083,22.4,70,1,8.5,0.0
20,28,10,2023,4.796606467623039,22.0,71,0,8.4,0.0
21,28,10,2023,4.791880949647704,21.2,73,3,7.4,0.0
22,28,10,2023,4.830158857804141,20.6,76,5,7.1,0.0
23,28,10,2023,4.328948929550233,19.6,83,2,7.5,0.0
0,29,10,2023,5.417747333229618,18.8,88,21,8.4,0.0
1,29,10,2023,5.381667361736273,19.1,88,18,6.4,0.0
2,29,10,2023,4.974379381088749,18.4,91,23,6.7,0.0
3,29,10,2023,5.167530044814322,18.1,91,33,7.7,0.0
4,29,10,2023,5.218723341325965,17.4,93,46,9.2,0.0
5,29,10,2023,5.19492596713244,17.2,93,45,9.5,0.0
6,29,10,2023,5.312015154875007,17.4,92,56,8.0,0.0
7,29,10,2023,5.586391858690669,17.3,93,36,7.6,0.0
8,29,10,2023,5.49899184515108,17.4,93,34,7.3,0.0
9,29,10,2023,4.900495364875021,19.9,84,24,4.1,54.7
10,29,10,2023,5.384067660809385,21.6,77,31,4.8,196.0
11,29,10,2023,5.560783493116725,22.3,73,55,4.6,164.7
12,29,10,2023,5.325252293405174,22.9,73,79,4.1,208.4
13,29,10,2023,5.501295269529365,23.2,71,98,4.4,195.2
14,29,10,2023,5.731617774658064,23.6,69,20,3.3,218.4
15,29,10,2023,5.484477549759618,23.4,69,67,7.0,252.5
16,29,10,2023,5.290877312143305,23.4,69,37,15.0,117.4
17,29,10,2023,5.489822281754061,21.9,75,36,15.7,38.0
18,29,10,2023,4.764772121507096,20.2,84,31,14.8,0.0
19,29,10,2023,4.734525924054112,19.2,92,27,16.8,0.0
20,29,10,2023,4.64069660430444,19.0,95,9,18.5,0.0
21,29,10,2023,5.1194035029409,18.9,96,24,17.6,0.0
22,29,10,2023,4.5239429967473725,18.9,95,87,17.1,0.0
23,29,10,2023,5.111642094402402,18.7,97,92,15.0,0.0
0,30,10,2023,5.3697485975554144,18.6,97,92,13.1,0.0
1,30,10,2023,4.8949560229198354,18.4,98,91,12.4,0.0
2,30,10,2023,5.336694889868177,18.2,99,92,12.8,0.0
3,30,10,2023,4.719775939707416,18.1,99,90,13.8,0.0
4,30,10,2023,5.40115957082808,17.8,98,90,14.0,0.0
5,30,10,2023,5.466090437367569,17.6,97,1,14.0,0.0
6,30,10,2023,5.096693577707308,17.4,96,1,15.8,0.0
7,30,10,2023,5.275669490609218,17.6,95,1,16.3,0.0
8,30,10,2023,5.7333219250578935,17.8,95,10,15.0,2.5
9,30,10,2023,5.118345890554837,19.4,88,40,19.0,64.4
10,30,10,2023,4.980055669856171,20.7,81,30,19.7,102.5
11,30,10,2023,5.615198417235972,22.5,68,37,20.2,221.6
12,30,10,2023,5.7354293642530205,23.6,64,14,19.0,301.1
13,30,10,2023,5.245706484582284,24.2,62,21,20.4,399.4
14,30,10,2023,5.49764832547241,23.8,64,17,23.4,351.1
15,30,10,2023,5.580151545503043,23.1,67,18,23.5,281.5
16,30,10,2023,5.059161508485726,23.3,66,5,19.9,170.7
17,30,10,2023,5.123456107778354,21.1,76,8,20.6,87.7
18,30,10,2023,5.052501194909006,19.6,83,5,19.0,0.0
19,30,10,2023,5.166036136297448,19.1,87,3,18.6,0.0
20,30,10,2023,4.885502781663911,18.8,89,4,17.3,0.0
21,30,10,2023,4.524828978244807,18.4,91,7,15.3,0.0
22,30,10,2023,5.241547844545181,18.1,93,8,11.5,0.0
23,30,10,2023,4.612039842167331,17.8,94,5,9.8,0.0
0,31,10,2023,5.177749921792179,17.5,94,4,8.7,0.0
1,31,10,2023,5.347118825707447,17.3,95,30,9.2,0.0
2,31,10,2023,5.650074472263735,17.0,96,13,6.6,0.0
3,31,10,2023,5.475028361223098,16.8,97,26,7.3,0.0
4,31,10,2023,5.365250742175519,17.0,97,90,6.4,0.0
5,31,10,2023,5.377356499614568,17.0,97,90,5.8,0.0
6,31,10,2023,5.272413034245909,17.0,96,90,4.0,0.0
7,31,10,2023,5.401069245714668,17.3,94,90,2.2,0.0
8,31,10,2023,4.629144347661466,17.7,92,90,2.8,0.0
9,31,10,2023,5.187382502317592,18.4,90,90,7.2,0.0
10,31,10,2023,5.3218648508142365,19.1,87,88,11.4,13.4
11,31,10,2023,4.973780846180165,19.8,82,78,13.2,44.6
12,31,10,2023,5.3581151965379314,20.4,78,79,12.9,89.5
13,31,10,2023,5.210416561838511,21.1,75,74,13.1,292.7
14,31,10,2023,5.700403291663914,21.1,75,5,12.8,323.1
15,31,10,2023,5.654789298388756,21.0,76,2,11.2,315.8
16,31,10,2023,5.145082974805501,20.8,81,10,10.7,187.9
17,31,10,2023,5.223824939193368,20.3,83,1,7.4,83.7
18,31,10,2023,4.743047475682944,19.2,88,1,6.4,0.0
19,31,10,2023,4.648619498045136,18.0,95,0,4.2,0.0
20,31,10,2023,4.810290613092073,17.7,97,4,4.9,0.0
21,31,10,2023,4.5719638498631445,17.4,96,2,5.4,0.0
22,31,10,2023,4.47888053335066,17.6,95,1,6.5,0.0
23,31,10,2023,4.917212173060109,18.0,93,1,7.6,0.0
0,1,11,2023,5.436183003555216,18.3,92,1,8.7,0.0
1,1,11,2023,5.077721667584766,18.1,93,0,7.6,0.0
2,1,11,2023,5.502639465190414,18.2,92,0,8.0,0.0
3,1,11,2023,5.120906175208431,18.5,92,1,11.2,0.0
4,1,11,2023,5.342091917009259,18.2,94,29,11.1,0.0
5,1,11,2023,5.483886610652878,18.3,93,30,10.9,0.0
6,1,11,2023,5.270397466323836,18.4,93,41,13.2,0.0
7,1,11,2023,5.392485835535047,18.6,90,66,15.7,0.0
8,1,11,2023,5.149693196527871,18.9,88,90,15.7,0.0
9,1,11,2023,5.229683961642739,19.3,84,43,15.5,6.2
10,1,11,2023,5.227335749779678,20.5,76,81,15.3,129.9
11,1,11,2023,5.092156020864704,21.4,69,79,16.3,145.0
12,1,11,2023,5.234607066720819,21.4,68,90,14.3,47.4
13,1,11,2023,4.891646032783827,21.7,65,31,13.4,79.5
14,1,11,2023,5.156012170714238,22.5,59,37,12.1,161.5
15,1,11,2023,5.207581734157346,23.0,53,21,11.6,136.4
16,1,11,2023,5.214755669375919,22.6,62,15,13.2,188.3
17,1,11,2023,5.218426246032069,21.7,66,13,12.4,64.1
18,1,11,2023,4.763359557534732,20.0,75,17,6.1,0.0
19,1,11,2023,4.898660987021279,19.2,80,8,9.1,0.0
20,1,11,2023,4.997429876032895,18.6,83,13,11.2,0.0
21,1,11,2023,4.616359300787697,18.0,91,10,12.0,0.0
22,1,11,2023,4.4780003936524775,17.5,92,34,8.4,0.0
23,1,11,2023,4.518289504438988,17.2,92,10,7.3,0.0
0,2,11,2023,5.174775448207431,16.9,91,18,7.6,0.0
1,2,11,2023,5.208595849052035,16.8,90,46,7.6,0.0
2,2,11,2023,5.104077161956798,16.5,90,45,6.1,0.0
3,2,11,2023,4.972547012443689,16.3,90,56,6.4,0.0
4,2,11,2023,5.182545971637616,15.3,93,79,7.0,0.0
5,2,11,2023,5.341932833534655,15.8,92,78,6.1,0.0
6,2,11,2023,5.445333544965054,16.4,90,69,6.9,0.0
7,2,11,2023,5.157220415229082,16.2,92,53,13.6,0.0
8,2,11,2023,5.193326722970303,16.7,89,79,13.0,0.0
9,2,11,2023,5.064901601294334,17.0,89,95,4.0,0.0
10,2,11,2023,5.288716385912467,17.2,88,85,5.1,0.0
11,2,11,2023,5.084469019958458,17.8,86,85,5.5,43.6
12,2,11,2023,5.439858131816463,18.6,83,50,6.2,108.5
13,2,11,2023,4.850109555522634,19.9,76,39,11.2,331.0
14,2,11,2023,5.206668760393047,19.8,75,79,10.5,203.7
15,2,11,2023,5.371853013304097,19.4,77,45,7.6,75.4
16,2,11,2023,5.342534807586789,18.0,89,100,14.2,11.6
17,2,11,2023,5.969834594501286,17.9,89,75,16.3,0.7
18,2,11,2023,4.884026184648139,17.4,90,100,23.3,0.0
19,2,11,2023,4.54556252929566,16.8,91,100,18.7,0.0
20,2,11,2023,4.772710116733894,16.8,92,61,13.9,0.0
21,2,11,2023,4.352514595139549,16.8,93,100,17.6,0.0
22,2,11,2023,4.776426241181973,17.0,90,83,15.6,0.0
23,2,11,2023,4.5883121642559725,17.0,91,36,19.2,0.0
0,3,11,2023,5.543703388916835,16.8,93,31,17.1,0.0
1,3,11,2023,5.17747075137791,16.9,92,32,18.3,0.0
2,3,11,2023,5.285664341077982,16.9,91,37,16.3,0.0
3,3,11,2023,5.155966359675693,16.9,91,41,13.9,0.0
4,3,11,2023,5.749568657990126,17.5,89,47,10.6,0.0
5,3,11,2023,5.234545128497316,17.2,89,40,9.2,0.0
6,3,11,2023,5.772995080896594,17.3,90,22,9.0,0.0
7,3,11,2023,5.518393760556361,17.0,89,18,8.2,0.0
8,3,11,2023,5.43537250186064,17.2,89,5,9.8,0.0
9,3,11,2023,5.407039106856174,18.3,87,33,12.2,74.6
10,3,11,2023,5.413305144580857,19.1,81,49,13.0,180.9
11,3,11,2023,4.832937675190391,20.0,76,16,14.1,289.5
12,3,11,2023,5.2451349714891045,21.0,70,10,17.7,381.6
13,3,11,2023,5.526145312822874,21.7,68,10,18.9,412.5
14,3,11,2023,5.302631524158267,22.1,68,32,19.0,393.9
15,3,11,2023,4.9635583583259,22.1,71,16,16.6,113.5
16,3,11,2023,5.301754707382426,22.8,70,26,19.9,161.0
17,3,11,2023,5.740882199090667,22.8,65,28,25.8,60.5
18,3,11,2023,5.1265787489104735,22.2,66,30,23.2,0.0
19,3,11,2023,4.799354817685286,22.6,64,30,28.4,0.0
20,3,11,2023,5.052718139291315,22.1,67,30,27.5,0.0
21,3,11,2023,4.723229064934781,22.0,69,31,31.4,0.0
22,3,11,2023,4.388887923320114,22.1,68,30,34.4,0.0
23,3,11,2023,4.583739322994405,21.8,69,30,31.8,0.0
0,4,11,2023,5.724356314948693,21.6,68,30,29.7,0.0
1,4,11,2023,5.265135852364317,21.3,67,30,26.9,0.0
2,4,11,2023,5.272788127977888,21.0,67,30,24.1,0.0
3,4,11,2023,5.258674573752924,21.0,63,30,23.8,0.0
4,4,11,2023,5.809668270214894,20.8,64,30,24.8,0.0
5,4,11,2023,5.740123851662158,21.7,59,30,24.6,0.0
6,4,11,2023,5.888329181183677,21.2,62,32,17.7,0.0
7,4,11,2023,5.29387282022163,20.5,66,34,13.7,0.0
8,4,11,2023,5.407540245008416,19.9,69,30,11.8,0.0
9,4,11,2023,4.954473485466446,20.4,69,30,13.1,32.1
10,4,11,2023,5.702867729351212,21.1,67,30,13.2,86.3
11,4,11,2023,5.041689235004659,23.0,59,30,14.1,219.3
12,4,11,2023,5.3878280137623005,25.0,52,29,18.2,362.8
13,4,11,2023,5.059308490913432,26.2,46,29,28.4,423.6
14,4,11,2023,5.186417416136969,26.8,45,30,32.3,373.6
15,4,11,2023,5.124318515059217,27.3,44,29,33.6,295.8
16,4,11,2023,5.181665307652688,26.6,50,30,28.8,201.3
17,4,11,2023,5.198853447034399,26.5,42,31,28.8,56.7
18,4,11,2023,4.696566924090373,25.3,46,26,29.9,0.0
19,4,11,2023,5.04196760076672,26.0,40,32,38.7,0.0
20,4,11,2023,4.557418424556014,25.7,41,63,35.1,0.0
21,4,11,2023,4.88876947957511,25.3,43,49,38.4,0.0
22,4,11,2023,5.138123910898033,19.8,74,33,37.3,0.0
23,4,11,2023,4.705335031693295,18.3,76,90,34.1,0.0
0,5,11,2023,5.173425807401898,17.4,85,90,21.9,0.0
1,5,11,2023,5.295274373793736,18.8,87,59,24.5,0.0
2,5,11,2023,5.647836832178976,19.0,83,39,27.9,0.0
3,5,11,2023,5.401432437827138,19.0,82,17,29.4,0.0
4,5,11,2023,5.220101956436899,17.4,83,4,23.4,0.0
5,5,11,2023,5.473874692885809,18.3,81,25,27.7,0.0
6,5,11,2023,5.077332492629693,18.3,82,12,25.3,0.0
7,5,11,2023,5.523245407699536,18.0,83,0,20.4,0.0
8,5,11,2023,5.45505735701424,18.0,78,0,20.1,0.0
9,5,11,2023,5.275953412304077,18.5,82,0,22.0,81.0
10,5,11,2023,5.143259080476991,19.2,80,31,22.0,216.4
11,5,11,2023,5.131235299517934,19.6,77,0,20.5,199.3
12,5,11,2023,5.486609864175276,20.3,73,0,20.2,408.3
13,5,11,2023,5.660150655711064,20.9,69,2,22.7,429.6
14,5,11,2023,5.193578593331599,21.2,69,14,22.4,394.6
15,5,11,2023,5.467502205976669,21.1,70,23,19.9,287.4
16,5,11,2023,4.831148775438281,22.0,67,22,24.5,179.4
17,5,11,2023,5.206751097424498,21.7,66,19,29.3,49.1
18,5,11,2023,4.845140796871073,21.6,61,17,33.4,0.0
19,5,11,2023,4.62548467584334,21.4,62,12,33.5,0.0
20,5,11,2023,4.6187789363914,21.2,62,13,33.5,0.0
21,5,11,2023,4.685960640971577,20.9,64,2,32.4,0.0
22,5,11,2023,4.925953712170392,20.6,67,4,29.4,0.0
23,5,11,2023,4.806073275487205,20.5,67,1,31.5,0.0
0,6,11,2023,4.813106530777559,20.2,70,0,31.6,0.0
1,6,11,2023,4.842489300950035,20.1,73,6,32.3,0.0
2,6,11,2023,5.220948044644508,20.0,73,0,32.4,0.0
3,6,11,2023,5.48708598562219,19.9,74,0,32.8,0.0
4,6,11,2023,4.685788128427493,20.2,73,2,31.9,0.0
5,6,11,2023,5.247731795070894,19.9,75,2,30.7,0.0
6,6,11,2023,5.241102374979446,19.8,76,3,28.1,0.0
7,6,11,2023,5.719748783660914,19.6,78,1,26.1,0.0
8,6,11,2023,5.276408886180586,19.7,78,1,27.9,0.0
9,6,11,2023,5.468411585294034,20.3,76,0,29.3,72.1
10,6,11,2023,5.407978624130668,21.0,74,0,28.3,202.0
11,6,11,2023,4.840022719157002,21.6,72,0,28.6,318.3
12,6,11,2023,5.564716143266736,22.1,71,1,26.6,394.7
13,6,11,2023,5.4265134654728735,22.5,70,8,23.8,410.5
14,6,11,2023,5.499731499027449,22.7,69,8,20.7,343.6
15,6,11,2023,6.354223765717883,22.9,69,10,17.4,272.7
16,6,11,2023,4.851636104234155,22.8,64,35,10.8,133.7
17,6,11,2023,5.803838501549079,22.1,71,26,5.5,42.8
18,6,11,2023,4.800802459258713,19.7,80,31,5.1,0.0
19,6,11,2023,4.944496565209554,19.4,80,16,11.3,0.0
20,6,11,2023,4.861286277783491,18.4,84,1,6.9,0.0
21,6,11,2023,4.766605255759291,17.5,88,10,5.9,0.0
22,6,11,2023,4.730206107049112,16.6,91,22,8.3,0.0
23,6,11,2023,4.955041523002054,17.6,86,20,6.2,0.0
0,7,11,2023,5.013611278764257,18.6,81,12,6.1,0.0
1,7,11,2023,5.580549494812619,18.9,80,4,5.4,0.0
2,7,11,2023,5.288856101710864,18.4,82,13,6.1,0.0
3,7,11,2023,5.110387368172088,16.4,90,37,8.7,0.0
4,7,11,2023,5.280401488433224,19.2,82,26,2.3,0.0
5,7,11,2023,5.70719200714782,18.9,81,10,2.3,0.0
6,7,11,2023,5.259070931178122,16.1,93,0,8.1,0.0
7,7,11,2023,5.482518107484582,16.0,94,1,8.2,0.0
8,7,11,2023,5.2101656340033085,16.1,93,4,6.9,0.0
9,7,11,2023,5.582385165413082,18.1,87,11,3.8,66.3
10,7,11,2023,5.564281637629728,19.3,87,7,4.1,178.9
11,7,11,2023,5.85505691125628,20.7,79,2,4.1,296.2
12,7,11,2023,5.349013716557373,21.9,72,7,3.8,379.0
13,7,11,2023,5.560068404121654,22.6,68,21,1.8,407.5
14,7,11,2023,5.417421587816913,22.9,66,28,1.1,327.2
15,7,11,2023,5.71687264839793,23.1,66,26,0.7,271.5
16,7,11,2023,5.213196606029994,22.4,78,54,4.3,149.9
17,7,11,2023,5.579156031151498,22.0,81,62,4.6,42.5
18,7,11,2023,4.844230378903006,20.2,87,32,5.5,0.0
19,7,11,2023,4.8768576586550525,19.2,87,24,8.5,0.0
20,7,11,2023,4.915842824044271,18.1,89,27,8.4,0.0
21,7,11,2023,4.955964802038847,17.1,92,16,5.4,0.0
22,7,11,2023,4.863847442151688,16.4,93,0,4.4,0.0
23,7,11,2023,4.946582998724809,15.5,94,0,5.1,0.0
0,8,11,2023,5.808150146500178,16.3,91,0,4.7,0.0
1,8,11,2023,5.659983053513436,17.3,90,0,5.6,0.0
2,8,11,2023,5.630909280233856,16.1,95,0,7.2,0.0
3,8,11,2023,5.299735750603664,15.3,97,0,8.4,0.0
4,8,11,2023,5.19131042505255,16.6,94,1,9.2,0.0
5,8,11,2023,5.652445771669069,16.8,94,4,9.5,0.0
6,8,11,2023,5.63263233024208,17.0,94,0,10.1,0.0
7,8,11,2023,5.781788301047377,17.1,93,0,10.3,0.0
8,8,11,2023,5.262625475617324,17.3,92,1,11.6,0.0
9,8,11,2023,5.3562334682695445,18.3,88,13,13.2,68.7
10,8,11,2023,5.003749591478273,19.2,81,30,16.3,189.4
11,8,11,2023,5.315502855594413,19.7,74,30,18.8,179.7
12,8,11,2023,5.662763259754493,20.2,72,15,18.3,327.4
13,8,11,2023,5.296996787302581,20.6,71,8,18.3,386.4
14,8,11,2023,5.5737405809098375,20.9,68,26,17.8,374.2
15,8,11,2023,5.365994855610178,21.0,68,30,16.3,261.4
16,8,11,2023,5.494634889165021,21.1,73,9,12.4,187.4
17,8,11,2023,5.126697784655715,20.2,77,6,12.2,67.6
18,8,11,2023,4.934922994518106,18.8,81,2,10.6,0.0
19,8,11,2023,4.165836639384451,18.4,82,5,10.0,0.0
20,8,11,2023,4.866896592569135,18.0,84,0,9.3,0.0
21,8,11,2023,4.506002321180846,18.1,80,2,9.1,0.0
22,8,11,2023,5.215119261246335,16.9,84,15,7.6,0.0
23,8,11,2023,5.107972470300759,15.8,87,34,10.1,0.0
0,9,11,2023,5.551473741955954,15.5,86,46,9.2,0.0
1,9,11,2023,5.815057553254278,17.3,77,35,16.7,0.0
2,9,11,2023,5.197576866258224,16.4,86,72,24.9,0.0
3,9,11,2023,5.871646795943323,15.5,79,83,25.3,0.0
4,9,11,2023,5.66785388752953,14.9,82,100,27.0,0.0
5,9,11,2023,5.375667174659697,13.9,83,100,25.1,0.0
6,9,11,2023,5.71871103326017,13.5,85,100,19.8,0.0
7,9,11,2023,5.158232618361525,13.2,90,79,15.1,0.0
8,9,11,2023,5.228677456082515,13.6,90,100,6.3,0.0
9,9,11,2023,5.282658565654509,13.8,86,70,7.6,0.0
10,9,11,2023,5.30256156944843,14.4,78,82,13.2,8.7
11,9,11,2023,5.17066658577437,14.4,73,18,15.9,3.4
12,9,11,2023,5.7405767632382645,16.2,60,62,17.8,265.2
13,9,11,2023,5.370092396371976,16.4,58,51,17.6,132.8
14,9,11,2023,5.522932238553653,16.9,56,75,17.1,171.7
15,9,11,2023,5.292218154861013,16.3,62,60,17.9,109.4
16,9,11,2023,4.9796551713273045,15.2,73,61,19.6,50.9
17,9,11,2023,5.502320336062289,14.9,72,33,17.6,27.8
18,9,11,2023,4.456742252609489,14.0,78,33,15.2,0.0
19,9,11,2023,4.917647484943067,13.7,80,20,15.5,0.0
20,9,11,2023,4.592727236756231,13.3,82,8,15.0,0.0
21,9,11,2023,5.431624996272135,13.0,83,10,13.8,0.0
22,9,11,2023,5.162646677008114,12.7,85,17,12.5,0.0
23,9,11,2023,4.961244444282304,12.6,85,13,12.3,0.0
0,10,11,2023,5.7723811963201,12.6,85,4,14.2,0.0
1,10,11,2023,5.244875532539999,12.4,88,6,13.7,0.0
2,10,11,2023,5.592324371573956,12.2,89,3,14.1,0.0
3,10,11,2023,5.506407135336112,12.2,89,1,14.4,0.0
4,10,11,2023,5.52245954723985,12.2,89,10,11.2,0.0
5,10,11,2023,5.774542901933125,12.1,89,3,12.2,0.0
6,10,11,2023,5.639577552601383,12.0,88,0,12.1,0.0
7,10,11,2023,5.528635442612689,11.9,86,0,11.6,0.0
8,10,11,2023,5.042732667849359,11.9,86,10,11.1,0.0
9,10,11,2023,5.216442953086567,13.4,80,26,13.9,67.0
10,10,11,2023,5.425777293507502,15.1,75,20,13.0,171.6
11,10,11,2023,5.479797620475596,16.7,68,10,16.2,301.6
12,10,11,2023,5.173903595737952,17.9,59,13,14.5,381.6
13,10,11,2023,6.059373695801038,18.4,57,29,11.1,408.7
14,10,11,2023,5.835553040719827,18.5,59,33,9.7,352.0
15,10,11,2023,5.606984107004554,18.1,64,34,11.4,263.7
16,10,11,2023,5.474463742227369,16.8,72,32,8.6,158.0
17,10,11,2023,5.403402284431145,16.3,77,30,8.1,52.1
18,10,11,2023,4.718474911900874,15.1,84,27,8.7,0.0
19,10,11,2023,4.975824656536148,14.5,86,30,6.6,0.0
20,10,11,2023,5.020892661942121,13.2,89,89,8.8,0.0
21,10,11,2023,4.646014383036027,13.6,87,86,8.6,0.0
22,10,11,2023,5.0399986312176575,15.4,84,41,6.4,0.0
23,10,11,2023,4.917639764700246,15.1,87,59,7.4,0.0
0,11,11,2023,5.001607927817831,15.7,89,56,9.2,0.0
1,11,11,2023,5.263463564592303,16.7,85,14,13.1,0.0
2,11,11,2023,5.375158433931768,16.9,78,17,16.1,0.0
3,11,11,2023,5.950481731622227,17.0,80,36,17.6,0.0
4,11,11,2023,5.617698098420618,16.8,79,32,16.1,0.0
5,11,11,2023,5.144689425012206,17.6,76,17,20.1,0.0
6,11,11,2023,5.600068889641588,18.4,69,33,27.6,0.0
7,11,11,2023,5.091733820052587,18.4,72,26,27.5,0.0
8,11,11,2023,5.749232580758948,18.3,73,48,26.1,0.0
9,11,11,2023,5.36077865433271,18.8,73,33,25.9,22.6
10,11,11,2023,5.455150770102386,19.7,67,33,35.6,114.3
11,11,11,2023,5.810008979172727,20.4,63,32,36.1,184.8
12,11,11,2023,5.156768925141116,20.6,63,31,33.3,227.4
13,11,11,2023,5.129280271008931,21.2,62,32,33.0,306.0
14,11,11,2023,5.332659985700678,22.3,59,58,38.2,262.7
15,11,11,2023,5.738154530042008,21.9,59,58,47.7,70.4
16,11,11,2023,5.098723298417968,20.6,72,68,45.7,7.4
17,11,11,2023,4.770520917759537,19.9,72,57,44.3,14.3
18,11,11,2023,4.865770102684929,18.4,82,100,41.1,0.0
19,11,11,2023,5.116495017264909,18.2,84,91,39.3,0.0
20,11,11,2023,5.278625254721886,18.2,84,100,35.7,0.0
21,11,11,2023,4.86276947676583,17.4,89,100,36.2,0.0
22,11,11,2023,4.875703165508178,18.3,85,76,35.4,0.0
