hour,day,month,year,Consumption_kWh,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
18,22,4,2024,8.166831592198891,17.9,65,90,3.3,1.6
19,22,4,2024,8.575711399427687,16.5,78,70,6.6,0.0
20,22,4,2024,8.424290209734416,14.7,83,90,9.2,0.0
21,22,4,2024,8.360003967496052,14.6,69,90,12.3,0.0
22,22,4,2024,8.582161066092052,14.3,70,90,12.2,0.0
23,22,4,2024,8.482572221161227,14.1,72,89,12.4,0.0
0,23,4,2024,9.21124597146986,13.7,73,68,12.2,0.0
1,23,4,2024,8.734640333078232,13.6,70,85,14.4,0.0
2,23,4,2024,8.74219640402514,14.1,67,46,17.7,0.0
3,23,4,2024,8.524327832059182,13.7,69,76,17.6,0.0
4,23,4,2024,8.742359969313913,13.7,76,69,14.5,0.0
5,23,4,2024,9.090797622232628,13.6,78,86,17.5,0.0
6,23,4,2024,9.17460199172255,13.4,80,88,19.0,0.0
7,23,4,2024,9.089681440678683,13.6,82,89,17.9,0.0
8,23,4,2024,8.40105718201966,13.9,80,90,23.9,0.0
9,23,4,2024,9.1203914518222,14.4,81,85,19.4,8.5
10,23,4,2024,8.389975492839,15.0,81,90,24.0,14.7
11,23,4,2024,9.074134479687604,17.0,73,89,25.6,159.5
12,23,4,2024,8.757659017014255,18.7,69,32,24.5,209.3
13,23,4,2024,9.025238477140482,20.9,64,41,25.5,448.8
14,23,4,2024,8.516493061683377,21.7,61,36,22.1,277.0
15,23,4,2024,9.142397056833556,20.5,65,48,20.6,144.7
16,23,4,2024,8.483361462130794,20.2,65,67,21.1,478.6
17,23,4,2024,8.682491420943723,18.6,69,89,21.7,147.0
18,23,4,2024,8.100081491714759,17.1,74,88,20.4,12.7
19,23,4,2024,7.911033935451392,16.5,77,88,20.4,3.1
20,23,4,2024,8.373237040554134,16.2,73,88,18.9,0.0
21,23,4,2024,8.801127428116258,16.1,71,89,18.8,0.0
22,23,4,2024,9.01633145423702,16.3,70,80,17.7,0.0
23,23,4,2024,8.373894095428579,17.3,66,44,12.6,0.0
0,24,4,2024,9.115413215335751,17.7,68,40,19.4,0.0
1,24,4,2024,8.894266556051008,19.5,64,88,21.6,0.0
2,24,4,2024,8.960963695260926,20.3,59,47,19.6,0.0
3,24,4,2024,8.750705733787063,20.9,50,15,20.9,0.0
4,24,4,2024,8.885012127924522,16.8,75,24,7.3,0.0
5,24,4,2024,8.97061257272048,15.5,79,1,3.3,0.0
6,24,4,2024,8.69162796434979,13.6,89,4,4.9,0.0
7,24,4,2024,8.816869321595625,13.9,89,23,5.7,15.7
8,24,4,2024,8.8216353668195,16.2,84,40,4.6,113.6
9,24,4,2024,9.042843725901504,18.5,84,24,1.8,224.7
10,24,4,2024,8.569734853661952,19.5,83,28,5.2,416.7
11,24,4,2024,8.82335734441696,20.2,84,15,8.7,582.8
12,24,4,2024,9.314244263832048,21.1,82,30,9.6,680.9
13,24,4,2024,9.127257934715356,22.3,74,28,8.7,693.4
14,24,4,2024,9.173537658791048,23.1,63,30,8.0,663.9
15,24,4,2024,8.842350856613383,23.5,58,31,7.9,538.0
16,24,4,2024,8.916492287490378,22.8,83,30,9.2,288.0
17,24,4,2024,9.086801938244603,22.4,90,30,3.4,174.1
18,24,4,2024,8.726306778951606,22.0,91,30,6.8,110.4
19,24,4,2024,7.848342168348151,20.6,81,30,10.5,22.4
20,24,4,2024,8.007382569806412,18.7,77,29,6.6,0.0
21,24,4,2024,8.663603921919535,18.4,75,27,1.8,0.0
22,24,4,2024,8.267020557626672,16.5,89,22,6.1,0.0
23,24,4,2024,8.168312699254354,15.7,91,26,5.6,0.0
0,25,4,2024,8.508797023916426,16.9,82,45,5.1,0.0
1,25,4,2024,8.6835830952793,15.7,87,32,6.0,0.0
2,25,4,2024,8.47174494980937,16.5,81,48,5.5,0.0
3,25,4,2024,9.345110838848443,17.4,75,47,3.6,0.0
4,25,4,2024,8.816728257670183,14.7,88,38,7.4,0.0
5,25,4,2024,8.807849635224647,15.0,88,50,4.1,0.0
6,25,4,2024,8.969356439457284,15.1,85,36,5.5,0.0
7,25,4,2024,9.062923562981968,15.9,83,31,5.6,4.5
8,25,4,2024,9.058809309803983,16.6,85,83,7.9,43.3
9,25,4,2024,9.09074275664222,17.2,84,67,6.2,74.8
10,25,4,2024,8.664625882967613,18.1,83,48,6.6,180.1
11,25,4,2024,8.74787056942611,19.2,80,34,5.8,345.6
12,25,4,2024,9.014595184525897,20.4,77,20,6.5,455.9
13,25,4,2024,8.690490005255421,20.8,75,52,7.6,589.2
14,25,4,2024,8.82106061265852,20.8,77,48,7.3,583.4
15,25,4,2024,8.92202821177153,21.2,74,63,6.3,386.6
16,25,4,2024,9.01863354124292,21.5,86,37,7.3,422.0
17,25,4,2024,8.377917030072776,21.2,93,20,4.8,317.9
18,25,4,2024,8.501023683137563,20.2,100,61,8.1,195.0
19,25,4,2024,8.263906256202395,17.3,96,65,13.0,37.6
20,25,4,2024,8.499201698381421,16.1,90,45,7.2,0.0
21,25,4,2024,8.516570193754033,16.1,89,49,6.2,0.0
22,25,4,2024,8.724316035945115,15.4,92,43,3.6,0.0
23,25,4,2024,8.660700682570628,14.5,96,56,8.4,0.0
0,26,4,2024,9.144535301497376,13.8,98,69,5.4,0.0
1,26,4,2024,9.168809965636362,13.7,98,70,9.1,0.0
2,26,4,2024,8.88073713204879,13.5,96,51,5.5,0.0
3,26,4,2024,8.815938657604011,14.2,87,9,9.5,0.0
4,26,4,2024,9.026096656639384,15.6,76,16,13.7,0.0
5,26,4,2024,8.990912623703057,14.7,83,1,11.5,0.0
6,26,4,2024,8.730625826660237,14.0,86,0,10.1,0.0
7,26,4,2024,8.90909823804687,14.3,86,0,8.9,20.1
8,26,4,2024,8.799118269148654,15.7,83,2,7.9,136.1
9,26,4,2024,8.594409158729789,16.5,79,68,8.7,302.1
10,26,4,2024,9.13050757118889,16.8,79,100,9.1,146.2
11,26,4,2024,8.821692196477326,16.7,79,100,11.1,76.4
12,26,4,2024,9.320069450269514,17.5,74,14,10.9,246.6
13,26,4,2024,8.401519318294845,18.3,68,28,10.0,540.6
14,26,4,2024,8.66869769263396,18.5,68,37,9.4,504.8
15,26,4,2024,8.81605209501752,18.6,65,59,9.3,398.1
16,26,4,2024,9.092237660252032,18.7,76,28,5.6,442.4
17,26,4,2024,8.907759728995348,18.0,73,27,14.2,278.9
18,26,4,2024,8.38551057438999,17.3,71,1,15.7,191.4
19,26,4,2024,8.026076437706266,16.0,75,0,14.8,67.0
20,26,4,2024,8.018657036537434,14.6,80,0,15.1,0.0
21,26,4,2024,8.38851855091728,13.9,83,0,16.4,0.0
22,26,4,2024,7.966865887390212,13.5,84,0,15.4,0.0
23,26,4,2024,8.17492294827247,13.1,85,0,13.1,0.0
0,27,4,2024,8.91814184885258,12.8,88,2,13.5,0.0
1,27,4,2024,8.54733144851192,12.6,90,22,16.1,0.0
2,27,4,2024,9.194251507171566,12.3,93,29,17.2,0.0
3,27,4,2024,9.098896602640588,12.2,94,32,18.3,0.0
4,27,4,2024,8.40005751699654,12.1,97,95,19.5,0.0
5,27,4,2024,8.559819705785618,12.3,96,86,20.9,0.0
6,27,4,2024,8.221468205457377,12.4,93,5,21.4,0.0
7,27,4,2024,8.597264675944082,12.6,89,17,21.5,20.0
8,27,4,2024,8.984509635724216,13.8,84,27,22.7,131.3
9,27,4,2024,8.6894387810124,15.1,76,21,27.3,274.0
10,27,4,2024,8.908111827485108,16.2,70,12,27.4,443.8
11,27,4,2024,8.41232893701068,17.0,67,13,28.3,552.9
12,27,4,2024,8.992406330226592,17.3,66,9,28.8,660.6
13,27,4,2024,8.654135209599028,17.4,66,22,30.2,696.2
14,27,4,2024,8.79595493715184,17.3,66,25,32.2,643.3
15,27,4,2024,8.769693891232851,16.7,68,27,32.5,544.9
16,27,4,2024,8.475025386358045,16.4,68,61,31.3,476.5
17,27,4,2024,8.504641433646169,15.3,71,50,31.1,209.3
18,27,4,2024,8.53486113383197,14.7,72,39,33.8,130.2
19,27,4,2024,8.392660555956539,14.0,75,67,32.5,43.9
20,27,4,2024,8.55542477696947,13.3,78,69,26.9,0.0
21,27,4,2024,8.374077075456745,12.7,83,56,23.9,0.0
22,27,4,2024,8.328660175283419,12.7,83,100,23.9,0.0
23,27,4,2024,7.861409861914423,12.8,83,94,22.8,0.0
0,28,4,2024,8.70981042146829,12.9,83,75,21.8,0.0
1,28,4,2024,8.770556015557647,13.0,84,81,20.2,0.0
2,28,4,2024,9.265678895226726,12.8,85,93,17.8,0.0
3,28,4,2024,8.949141253683251,12.8,86,100,16.4,0.0
4,28,4,2024,9.161417391085966,13.2,89,60,15.0,0.0
5,28,4,2024,8.926786522132264,13.0,92,70,20.5,0.0
6,28,4,2024,8.599576288921213,12.9,92,50,19.3,0.0
7,28,4,2024,8.806683149696045,13.1,92,49,15.2,0.0
8,28,4,2024,8.83645800722464,13.9,88,100,21.3,33.0
9,28,4,2024,8.542613203215911,14.8,83,100,23.5,33.6
10,28,4,2024,8.681305251510352,15.1,84,100,24.7,30.3
11,28,4,2024,8.72596034723929,16.0,82,96,24.7,22.6
12,28,4,2024,9.17880705379986,17.7,74,33,25.9,281.9
13,28,4,2024,8.257216964310839,18.3,71,14,26.3,605.2
14,28,4,2024,9.078856700837594,18.3,69,1,25.9,663.0
15,28,4,2024,8.543203286918736,17.9,72,9,25.8,604.0
16,28,4,2024,8.434382298841179,16.1,83,100,25.3,227.8
17,28,4,2024,9.072387628168196,15.3,85,98,26.0,36.7
18,28,4,2024,8.460376612967178,15.5,84,94,27.5,96.8
19,28,4,2024,8.591031771253881,14.8,86,92,22.9,31.4
20,28,4,2024,8.477577582544978,14.1,90,80,17.9,0.0
21,28,4,2024,8.792363346092934,13.9,91,91,19.2,0.0
22,28,4,2024,8.417083054894704,13.9,91,90,20.4,0.0
23,28,4,2024,8.238282751627793,13.9,92,90,21.0,0.0
0,29,4,2024,8.84709730719063,14.1,90,90,20.6,0.0
1,29,4,2024,9.072232994946786,13.6,93,90,19.5,0.0
2,29,4,2024,8.566521881545267,13.6,92,8,18.9,0.0
3,29,4,2024,8.59839356722745,12.6,94,5,16.0,0.0
4,29,4,2024,8.684125709210818,13.0,91,63,17.2,0.0
5,29,4,2024,8.235220013168963,12.7,91,59,16.1,0.0
6,29,4,2024,8.795885314964682,12.5,92,72,14.1,0.0
7,29,4,2024,8.289833536872539,13.1,90,46,14.7,8.9
8,29,4,2024,8.77463054109345,14.1,78,28,19.2,89.0
9,29,4,2024,8.977688151894107,15.3,73,100,22.9,241.9
10,29,4,2024,8.642146597699336,14.9,80,100,21.0,35.9
11,29,4,2024,9.180644680407012,14.9,82,100,20.9,10.7
12,29,4,2024,8.396240488005674,15.3,80,100,23.6,11.4
13,29,4,2024,9.059180883268253,15.7,78,94,23.1,19.2
14,29,4,2024,8.930149976962024,15.8,78,90,21.4,27.5
15,29,4,2024,8.332357400782623,16.3,76,88,22.0,62.9
16,29,4,2024,9.439064287620427,15.6,74,91,24.0,62.5
17,29,4,2024,8.745429391484304,15.0,76,90,22.3,43.7
18,29,4,2024,8.041994707321386,14.5,79,90,20.8,15.2
19,29,4,2024,7.909593914164291,14.0,82,90,17.6,1.9
20,29,4,2024,8.206361205945377,13.7,83,90,15.6,0.0
21,29,4,2024,8.229513994762804,13.6,85,90,14.3,0.0
22,29,4,2024,8.28702709499521,13.4,87,91,13.1,0.0
23,29,4,2024,8.186916673804305,13.4,87,90,12.8,0.0
0,30,4,2024,8.903114441138696,13.3,89,90,11.6,0.0
1,30,4,2024,8.647900655444111,13.2,90,90,11.0,0.0
2,30,4,2024,8.261067084299803,13.3,90,90,11.0,0.0
3,30,4,2024,8.707467739697512,13.2,91,90,11.0,0.0
4,30,4,2024,8.152938700266603,13.5,93,100,13.0,0.0
5,30,4,2024,8.83325077133277,13.6,94,100,13.0,0.0
6,30,4,2024,8.499983056039262,13.5,95,100,13.3,0.0
7,30,4,2024,8.785648202338873,13.5,95,100,16.0,0.0
8,30,4,2024,9.073326858991074,14.0,91,93,16.3,4.1
9,30,4,2024,8.507620939792922,14.9,86,94,18.3,45.4
10,30,4,2024,9.010122178237951,15.9,82,79,18.6,111.0
11,30,4,2024,8.636460721938384,16.8,78,90,20.7,171.9
12,30,4,2024,9.18310681412632,16.7,79,70,21.9,56.1
13,30,4,2024,8.65351996031037,17.8,76,92,22.9,218.2
14,30,4,2024,8.53468486723325,16.5,83,92,22.7,51.1
15,30,4,2024,8.916617726208745,16.7,82,89,23.7,70.5
16,30,4,2024,8.635860681204013,16.0,85,95,24.8,43.2
17,30,4,2024,8.534445735077671,15.6,86,100,24.4,15.7
18,30,4,2024,8.125348150933974,15.2,86,100,26.3,24.1
19,30,4,2024,8.233656480564171,14.6,89,100,26.4,4.5
20,30,4,2024,8.580353146421135,14.3,91,100,22.7,0.0
21,30,4,2024,7.761286177245028,14.2,91,100,21.9,0.0
22,30,4,2024,8.250578278347527,14.1,91,95,23.7,0.0
23,30,4,2024,8.401034012273433,14.1,91,97,25.7,0.0
0,1,5,2024,8.77609634131542,14.0,89,95,25.2,0.0
1,1,5,2024,9.055200489925854,13.8,88,97,23.9,0.0
2,1,5,2024,8.70914786512784,13.7,87,94,23.2,0.0
3,1,5,2024,8.681596337020984,13.7,86,100,22.6,0.0
4,1,5,2024,8.875816584320805,13.6,90,46,24.2,0.0
5,1,5,2024,8.752562651305308,13.4,91,76,21.6,0.0
6,1,5,2024,8.630132012997352,13.4,91,100,17.5,0.0
7,1,5,2024,8.856770207464065,13.5,92,100,19.8,0.0
8,1,5,2024,8.56460212426331,13.9,88,100,24.0,12.2
9,1,5,2024,8.574939909562637,14.2,87,100,23.4,22.7
10,1,5,2024,8.595735692126066,15.0,83,100,25.4,52.6
11,1,5,2024,9.066001487609071,15.0,83,100,25.1,41.9
12,1,5,2024,7.922480108571041,15.4,79,100,23.4,39.5
13,1,5,2024,8.826633906258206,15.6,78,100,25.1,61.6
14,1,5,2024,8.736302151117524,15.7,79,100,25.8,83.5
15,1,5,2024,8.30751658275794,15.5,79,100,26.6,53.4
16,1,5,2024,8.805165892351472,15.3,77,100,26.6,22.1
17,1,5,2024,8.846672195525354,15.2,77,100,25.2,36.7
18,1,5,2024,8.37514400540682,14.1,85,100,22.7,9.7
19,1,5,2024,7.564777181806233,13.8,85,90,23.3,0.7
20,1,5,2024,8.569331550531079,13.4,87,94,22.2,0.0
21,1,5,2024,8.04330002139626,13.2,89,97,17.2,0.0
22,1,5,2024,8.399376134255764,13.2,89,100,14.6,0.0
23,1,5,2024,8.413002642738041,13.0,90,100,13.5,0.0
0,2,5,2024,8.490974745774563,12.9,90,94,12.4,0.0
1,2,5,2024,8.875264005267274,12.5,92,20,11.2,0.0
2,2,5,2024,8.613775706951298,12.0,94,66,9.4,0.0
3,2,5,2024,8.192304722344847,11.9,94,51,8.7,0.0
4,2,5,2024,9.00208449856133,11.6,93,28,6.2,0.0
5,2,5,2024,8.516387776425326,11.5,93,81,6.9,0.0
6,2,5,2024,8.496525651494872,11.5,94,100,7.0,0.0
7,2,5,2024,8.609382550170206,12.6,90,100,7.0,2.2
8,2,5,2024,8.778208198511233,13.4,85,100,7.4,2.7
9,2,5,2024,8.695831414473862,14.3,81,100,9.0,27.4
10,2,5,2024,8.84716574835618,14.6,80,100,10.5,13.4
11,2,5,2024,8.375276675547221,14.9,78,100,10.8,9.7
12,2,5,2024,8.524552424571702,15.2,78,100,11.0,15.6
13,2,5,2024,8.681149749099003,15.1,80,100,15.9,32.3
14,2,5,2024,9.184620840344063,15.1,80,100,14.7,30.4
15,2,5,2024,8.681695882575948,15.2,80,100,11.6,26.7
16,2,5,2024,8.981454583094795,15.5,82,100,12.6,48.7
17,2,5,2024,8.719787809375465,15.1,83,100,9.0,11.4
18,2,5,2024,8.089234357819993,15.2,83,100,5.4,8.9
19,2,5,2024,8.148467911150776,14.8,81,100,5.2,3.3
20,2,5,2024,8.168044089172167,14.5,83,91,2.0,0.0
21,2,5,2024,8.36106045191957,14.3,87,91,1.1,0.0
22,2,5,2024,8.553801834073525,14.1,87,90,0.7,0.0
23,2,5,2024,8.300069229100966,14.0,84,23,0.4,0.0
0,3,5,2024,8.988827195868907,12.7,90,10,5.4,0.0
1,3,5,2024,8.450860341776046,11.8,94,14,7.3,0.0
2,3,5,2024,8.58840014897996,11.9,94,0,6.9,0.0
3,3,5,2024,8.510982142631551,13.0,92,0,5.4,0.0
4,3,5,2024,8.770668923902182,12.6,85,4,4.7,0.0
5,3,5,2024,8.602318179888615,12.9,83,11,1.6,0.0
6,3,5,2024,8.874501010442017,12.8,82,23,1.8,0.0
7,3,5,2024,8.459307348275358,12.5,91,10,3.7,28.3
8,3,5,2024,8.702815519513788,14.0,87,40,5.8,140.1
9,3,5,2024,8.863772253936531,15.2,84,100,7.2,235.7
10,3,5,2024,8.175732082423316,14.9,84,100,6.8,49.2
11,3,5,2024,9.22246560301602,15.0,85,100,6.5,42.9
12,3,5,2024,8.6212698049635,16.0,84,100,5.4,115.3
13,3,5,2024,8.185797797764424,16.7,82,100,4.5,221.2
14,3,5,2024,8.731581250827665,17.8,77,32,5.4,353.6
15,3,5,2024,8.700418643176755,18.7,72,78,7.6,477.7
16,3,5,2024,8.671584181290346,16.6,87,67,12.2,206.1
17,3,5,2024,8.939855554415136,15.9,92,89,3.4,17.5
18,3,5,2024,8.378919019040232,15.6,93,25,5.5,0.0
19,3,5,2024,8.26652682393943,15.4,91,89,11.2,47.6
20,3,5,2024,8.30459668467013,14.3,94,4,10.9,0.0
21,3,5,2024,8.165968163823946,13.7,93,97,12.3,0.0
22,3,5,2024,8.635930488493479,14.1,87,98,16.1,0.0
23,3,5,2024,7.822258771594027,12.6,93,100,15.1,0.0
0,4,5,2024,8.708378746622959,12.9,90,44,14.1,0.0
1,4,5,2024,8.689721985866178,12.3,91,49,10.4,0.0
2,4,5,2024,8.876785929585132,11.9,92,46,9.0,0.0
3,4,5,2024,8.46250235871276,10.3,95,67,8.7,0.0
4,4,5,2024,8.23754767746985,10.9,91,88,8.5,0.0
5,4,5,2024,8.712671582093533,12.3,91,90,3.8,0.0
6,4,5,2024,8.743773451123635,11.6,94,100,3.3,0.0
7,4,5,2024,9.045865680430897,11.9,89,93,7.7,0.0
8,4,5,2024,8.355875316487712,12.3,87,78,7.0,1.3
9,4,5,2024,8.962139269748164,14.3,83,68,4.5,76.1
10,4,5,2024,9.265319419075764,15.0,73,82,6.2,348.7
11,4,5,2024,8.579024606188366,15.1,70,20,5.4,53.6
12,4,5,2024,8.350730273195678,16.7,63,43,7.9,495.5
13,4,5,2024,8.57172223647564,16.6,64,61,7.2,329.2
14,4,5,2024,8.676967069911829,17.7,63,45,6.7,365.4
15,4,5,2024,8.814412796820713,16.5,68,78,7.2,359.5
16,4,5,2024,8.525617145609473,16.8,58,62,6.0,390.2
17,4,5,2024,9.062265461605818,16.0,67,78,15.2,149.9
18,4,5,2024,7.894832749316968,15.6,70,100,16.3,88.9
19,4,5,2024,7.738664540025784,14.6,76,81,19.3,19.3
20,4,5,2024,8.450143434140813,13.7,82,61,16.8,0.0
21,4,5,2024,7.604810570267435,13.0,87,80,13.3,0.0
22,4,5,2024,8.122433385850805,12.9,89,48,12.7,0.0
23,4,5,2024,8.952886110370997,12.3,92,29,13.2,0.0
0,5,5,2024,8.651367786252518,11.9,94,34,13.8,0.0
1,5,5,2024,8.374186761818436,11.8,94,35,13.4,0.0
2,5,5,2024,8.640029308545802,11.7,94,73,14.2,0.0
3,5,5,2024,8.641678477337617,12.2,92,97,13.2,0.0
4,5,5,2024,8.69454115958078,12.3,91,100,12.6,0.0
5,5,5,2024,8.819944420032405,13.3,91,88,20.2,0.0
6,5,5,2024,8.394600882400564,13.0,91,42,20.4,0.0
7,5,5,2024,9.076265688301698,13.2,91,19,22.6,20.8
8,5,5,2024,8.715657245585653,14.0,82,6,24.7,115.1
9,5,5,2024,8.83607718609295,14.7,70,0,27.4,315.9
10,5,5,2024,8.497341324553588,15.5,64,0,27.3,514.9
11,5,5,2024,8.975974208741384,16.1,59,0,27.9,655.1
12,5,5,2024,8.590115572289234,16.6,56,1,28.4,743.6
13,5,5,2024,8.723766802865882,16.7,52,0,28.1,759.3
14,5,5,2024,8.421102155195722,16.6,53,0,27.4,763.3
15,5,5,2024,8.405145767891968,16.3,52,0,26.9,688.6
16,5,5,2024,8.82643000110572,15.8,57,0,24.1,567.1
17,5,5,2024,8.543476966940652,15.1,58,0,23.2,412.3
18,5,5,2024,7.940922902616405,14.3,59,0,20.6,244.5
19,5,5,2024,7.993582838985742,13.4,63,0,17.6,90.3
20,5,5,2024,8.329116942421855,12.1,70,0,13.5,0.7
21,5,5,2024,7.997119209191597,11.0,74,0,10.5,0.0
22,5,5,2024,8.124964941591958,10.3,78,0,8.5,0.0
23,5,5,2024,8.158135612064275,9.5,81,0,6.9,0.0
0,6,5,2024,8.155464742147263,8.8,85,0,6.0,0.0
1,6,5,2024,8.267020362306457,8.2,88,0,6.0,0.0
2,6,5,2024,8.718871435961727,7.9,89,0,5.6,0.0
3,6,5,2024,8.450544623361663,7.7,89,0,5.3,0.0
4,6,5,2024,8.898983191469942,7.6,90,0,5.5,0.0
5,6,5,2024,8.876503739712474,7.2,90,0,5.5,0.0
6,6,5,2024,8.814594130238696,7.2,90,0,4.7,0.0
7,6,5,2024,9.089744910477986,9.2,86,0,5.6,40.7
8,6,5,2024,8.614029631714041,11.6,78,0,5.6,170.7
9,6,5,2024,8.797022445125798,12.9,72,0,5.0,352.2
10,6,5,2024,8.488701719500831,14.0,67,0,3.9,521.3
11,6,5,2024,9.247894441867018,15.0,65,0,2.3,657.1
12,6,5,2024,9.130710376758842,15.9,65,0,2.5,746.6
13,6,5,2024,8.637772072279287,16.8,66,0,4.2,779.4
14,6,5,2024,8.731448521126136,17.6,67,0,5.1,756.4
15,6,5,2024,8.974626363491039,18.0,69,0,5.7,682.0
16,6,5,2024,8.598017087446312,18.2,65,0,4.0,563.6
17,6,5,2024,8.470645945949911,18.0,49,0,3.9,412.6
18,6,5,2024,8.353299401401557,17.5,37,0,7.9,248.2
19,6,5,2024,8.154411775170754,16.1,48,0,9.1,94.2
20,6,5,2024,8.180550576061153,14.1,58,0,9.2,1.5
21,6,5,2024,7.9262341278828465,12.3,71,0,7.3,0.0
22,6,5,2024,7.705383926558989,11.0,78,0,5.9,0.0
23,6,5,2024,8.193837566119612,10.1,82,0,4.9,0.0
0,7,5,2024,8.840981998978249,9.4,86,0,7.2,0.0
1,7,5,2024,8.558289801335688,10.3,82,2,7.5,0.0
2,7,5,2024,8.973848868494414,12.7,72,4,5.5,0.0
3,7,5,2024,8.438762407250813,12.8,72,0,4.6,0.0
4,7,5,2024,8.351065374863218,10.7,86,0,6.4,0.0
5,7,5,2024,8.597933911805665,9.8,92,0,8.7,0.0
6,7,5,2024,8.594093344766875,10.4,93,0,7.6,0.0
7,7,5,2024,8.807233671438503,12.8,92,0,8.0,39.9
8,7,5,2024,8.421000782588703,14.2,85,0,9.4,166.2
9,7,5,2024,8.956765047808423,15.4,76,0,10.2,337.6
10,7,5,2024,9.106470729231765,16.3,70,0,11.0,502.0
11,7,5,2024,8.604955481862614,17.1,65,0,11.0,635.4
12,7,5,2024,8.927169093650779,18.0,61,0,11.1,724.6
13,7,5,2024,8.350617220948383,18.8,59,0,11.2,760.2
14,7,5,2024,8.883546873900176,19.6,57,0,10.7,743.7
15,7,5,2024,8.876560590744564,20.3,56,1,10.9,674.5
16,7,5,2024,8.830600808652168,21.0,51,5,11.2,561.0
17,7,5,2024,8.610850716387125,20.9,53,4,8.9,409.3
18,7,5,2024,7.3761792532941906,20.3,60,2,7.0,243.7
19,7,5,2024,7.954309702691666,18.9,66,3,6.6,92.0
20,7,5,2024,7.958262484183548,15.9,73,7,5.6,2.0
21,7,5,2024,7.870177754089579,14.5,76,3,6.5,0.0
22,7,5,2024,8.145302239741465,13.8,80,5,7.4,0.0
23,7,5,2024,8.01000062722439,14.0,77,2,7.4,0.0
0,8,5,2024,8.388050183133133,13.6,79,11,9.0,0.0
1,8,5,2024,8.329503148512433,13.4,82,16,9.8,0.0
2,8,5,2024,8.415324939203082,13.3,82,2,9.4,0.0
3,8,5,2024,8.87457798853687,13.2,82,0,9.3,0.0
4,8,5,2024,8.428946921917515,13.8,87,0,7.6,0.0
5,8,5,2024,8.46546850896607,13.7,91,0,7.5,0.0
6,8,5,2024,8.480028781818577,13.0,94,12,6.4,0.0
7,8,5,2024,8.678951564026743,14.6,92,26,7.7,39.2
8,8,5,2024,8.708265557706522,16.5,87,31,7.0,152.4
9,8,5,2024,7.833039050763597,18.1,80,30,7.8,278.0
10,8,5,2024,8.84961198903129,19.3,73,30,9.4,433.7
11,8,5,2024,8.953295194135327,20.5,68,30,8.9,563.4
12,8,5,2024,8.331656551233971,21.6,63,30,8.6,648.7
13,8,5,2024,8.35112862439068,22.3,61,29,8.2,594.6
14,8,5,2024,8.481639838629821,22.9,63,5,8.9,686.7
15,8,5,2024,8.405202180710237,22.7,75,3,4.8,663.1
16,8,5,2024,8.65018490406104,24.3,61,4,13.0,563.0
17,8,5,2024,8.107571863984672,22.2,63,13,21.7,407.8
18,8,5,2024,7.814721283565204,20.1,73,0,20.2,243.2
19,8,5,2024,8.479002485618116,18.1,80,2,20.9,92.4
20,8,5,2024,7.862148193737385,16.1,87,3,23.5,2.7
21,8,5,2024,8.40506025510012,14.9,94,13,21.6,0.0
22,8,5,2024,8.183037734471922,14.6,96,56,20.5,0.0
23,8,5,2024,7.641886256927323,14.3,97,90,19.7,0.0
0,9,5,2024,8.732025430977256,14.3,97,100,20.1,0.0
1,9,5,2024,8.543776306624991,14.3,97,100,20.7,0.0
2,9,5,2024,8.45932636811077,14.4,96,100,20.5,0.0
3,9,5,2024,8.634432405466205,14.2,96,100,21.3,0.0
4,9,5,2024,8.691851503564902,13.9,94,100,19.5,0.0
5,9,5,2024,8.75009108766686,14.0,93,100,22.1,0.0
6,9,5,2024,8.867756344060204,13.9,94,100,22.5,0.0
7,9,5,2024,8.675227110367793,14.2,92,100,24.0,0.0
8,9,5,2024,8.229284609976613,14.7,89,100,23.8,6.6
9,9,5,2024,8.454781767760407,15.7,84,91,23.7,30.7
10,9,5,2024,9.30895521599036,16.5,81,84,22.0,63.5
11,9,5,2024,8.754315897268636,18.0,74,62,19.8,205.6
12,9,5,2024,9.16551495737608,18.3,74,68,19.3,161.9
13,9,5,2024,8.922051652723,18.3,74,72,19.5,167.6
14,9,5,2024,8.633643650062142,18.4,73,74,20.0,189.6
15,9,5,2024,8.648544899618484,18.1,73,84,21.3,159.4
16,9,5,2024,8.564048122203992,18.0,70,64,20.9,318.0
17,9,5,2024,8.138741978211579,17.1,74,100,23.0,215.5
18,9,5,2024,8.077704945290261,16.0,77,77,25.8,25.3
19,9,5,2024,8.375861770308754,15.4,76,37,25.2,17.8
20,9,5,2024,7.923283133467903,14.8,80,33,23.6,0.0
21,9,5,2024,8.176181381938656,14.2,87,82,20.1,0.0
22,9,5,2024,8.286090893646504,14.2,88,58,19.8,0.0
23,9,5,2024,7.845773022345085,14.2,89,81,19.5,0.0
0,10,5,2024,8.43889182952805,14.1,89,100,21.6,0.0
1,10,5,2024,8.297239672994674,14.1,89,100,25.0,0.0
2,10,5,2024,8.346176143941614,13.9,90,74,25.2,0.0
3,10,5,2024,8.2298162247007,13.8,91,100,20.9,0.0
4,10,5,2024,8.32660543026946,14.6,91,100,19.0,0.0
5,10,5,2024,8.906581465813424,14.3,93,100,20.0,0.0
6,10,5,2024,8.322848288341392,14.2,92,100,26.2,0.0
7,10,5,2024,8.583332350379138,14.3,91,100,24.4,5.7
